,Month,Day,Year,Artist,Tour,Venue
0,Jul,11,2009,Something With Numbers,89 Freedom Street Tour,"Ferntree Gully Hotel, Melbourne, Australia"
0,Jul,10,2009,Clagg,,"The Tote Hotel, Melbourne, Australia"
0,Jul,10,2009,Mammal,Fuel Your Brain,"Ferntree Gully Hotel, Melbourne, Australia"
0,Jul,10,2009,Something With Numbers,89 Freedom Street Tour,"The Hi-Fi, Melbourne, Australia"
0,Jul,10,2009,Yves Klein Blue,,"Northcote Social Club, Melbourne, Australia"
0,Jul,9,2009,Ned Collette,,"Northcote Social Club, Melbourne, Australia"
0,Jul,9,2009,Dorothy the Dinosaur,The New Dorothy the Dinosaur Show,"Eltham Community Centre, Melbourne, Australia"
0,Jul,9,2009,Dorothy the Dinosaur,The New Dorothy the Dinosaur Show,"Eltham Community Centre, Melbourne, Australia"
0,Jul,9,2009,Andrew McCubbin,,"Northcote Social Club, Melbourne, Australia"
0,Jul,7,2009,Dorothy the Dinosaur,The New Dorothy the Dinosaur Show,"York on Lilydale, Melbourne, Australia"
0,Jul,6,2009,Dorothy the Dinosaur,The New Dorothy the Dinosaur Show,"Sandbelt Club Hotel, Melbourne, Australia"
0,Jul,6,2009,Dorothy the Dinosaur,The New Dorothy the Dinosaur Show,"Sandbelt Club Hotel, Melbourne, Australia"
0,Jul,5,2009,Short Stack,,"Rove Live, Melbourne, Australia"
0,Jul,5,2009,Short Stack,,"The Hi-Fi, Melbourne, Australia"
0,Jul,4,2009,Captain Cleanoff,,"Pony, Melbourne, Australia"
0,Jul,4,2009,The Getaway Plan,Finale,"The Hi-Fi, Melbourne, Australia"
0,Jul,4,2009,Love of Diagrams,,"The Tote Hotel, Melbourne, Australia"
0,Jul,4,2009,The Ray Mann Three,Opa Opa Tour,"The Toff in Town, Melbourne, Australia"
0,Jul,4,2009,Rose Tattoo,,"Croxton Park Hotel, Melbourne, Australia"
0,Jul,3,2009,Kram,,"Pelly Bar, Pier Hotel, Melbourne, Australia"
0,Jul,3,2009,Mammal,Fuel Your Brain,"Corner Hotel, Melbourne, Australia"
0,Jul,3,2009,Rose Tattoo,,"Ferntree Gully Hotel, Melbourne, Australia"
0,Jul,3,2009,Sydonia,Given to Destroyers,"Corner Hotel, Melbourne, Australia"
0,Jul,1,2009,Calling All Cars,,"The Hi-Fi, Melbourne, Australia"
0,Jul,1,2009,Cog,Between Oceans Tour,"The Hi-Fi, Melbourne, Australia"
0,Jul,1,2009,Dorothy the Dinosaur,The New Dorothy the Dinosaur Show,"Glen Eira Town Hall, Melbourne, Australia"
0,Jul,1,2009,Dorothy the Dinosaur,The New Dorothy the Dinosaur Show,"Glen Eira Town Hall, Melbourne, Australia"
0,Jul,1,2009,The Ox and The Fury,,"The Hi-Fi, Melbourne, Australia"
0,Jun,30,2009,Dorothy the Dinosaur,The New Dorothy the Dinosaur Show,"Wyndham Cultural Centre, Melbourne, Australia"
0,Jun,29,2009,Dorothy the Dinosaur,The New Dorothy the Dinosaur Show,"Melton Community Hall, Melbourne, Australia"
0,Jun,28,2009,British India,God Is Dead Tour,"The Hi-Fi, Melbourne, Australia"
0,Jun,28,2009,Flying Scribble,,"Wesley Anne, Melbourne, Australia"
0,Jun,27,2009,Anonymeye,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,27,2009,British India,,"The Hi-Fi, Melbourne, Australia"
0,Jun,27,2009,Ned Collette,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,27,2009,Dick Diver,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,27,2009,Je Suis Animal,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,27,2009,Laura Jean,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,27,2009,Karnivool,Sound Awake,"Forum Theatre, Melbourne, Australia"
0,Jun,27,2009,Kes Band,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,27,2009,Lee Memorial,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,27,2009,Francis Plagne,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,27,2009,Psycroptic,,"Corner Hotel, Melbourne, Australia"
0,Jun,27,2009,Scott & Charlene’s Wedding,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,27,2009,Screamfeeder,Screamfeeder play Kitten Licks Tour 2009,"East Brunswick Club Hotel, Melbourne, Australia"
0,Jun,27,2009,Twerps,,"Edinburgh Castle, Melbourne, Australia"
0,Jun,26,2009,The Bloody Beetroots,,"Prince Bandroom, Melbourne, Australia"
0,Jun,26,2009,Karnivool,Sound Awake,"Forum Theatre, Melbourne, Australia"
0,Jun,26,2009,Muph & Plutonic,,"The Hi-Fi, Melbourne, Australia"
0,Jun,26,2009,Simon & Garfunkel,Old Friends,"Rod Laver Arena, Melbourne, Australia"
0,Jun,26,2009,Wolf & Cub,Sciene & Sorcery,"Corner Hotel, Melbourne, Australia"
0,Jun,25,2009,Ghostface Killah,,"The Esplanade Hotel, Melbourne, Australia"
0,Jun,25,2009,Seth Sentry,,"Evelyn Hotel, Melbourne, Australia"
0,Jun,25,2009,Simon & Garfunkel,Old Friends,"Rod Laver Arena, Melbourne, Australia"
0,Jun,24,2009,Anonymeye,,"Horse Bazaar, Melbourne, Australia"
0,Jun,24,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Jun,23,2009,Little Birdy,Confetti Promo,"Peninsula Room, Melbourne, Australia"
0,Jun,23,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Jun,21,2009,The Amity Affliction,,"The Hi-Fi, Melbourne, Australia"
0,Jun,21,2009,Cosmic Psychos,,"Elsternwick Park, Melbourne, Australia"
0,Jun,21,2009,Dollsquad,,"Elsternwick Park, Melbourne, Australia"
0,Jun,21,2009,Elora Danan,,"The Hi-Fi, Melbourne, Australia"
0,Jun,21,2009,The Getaway Plan,Finale,"The Hi-Fi, Melbourne, Australia"
0,Jun,21,2009,Kram,,"Elsternwick Park, Melbourne, Australia"
0,Jun,21,2009,Jordie Lane,,"Elsternwick Park, Melbourne, Australia"
0,Jun,21,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Jun,21,2009,Scared Weird Little Guys,,"Elsternwick Park, Melbourne, Australia"
0,Jun,20,2009,The Amity Affliction,,"The Hi-Fi, Melbourne, Australia"
0,Jun,20,2009,Be'lakor,,"The Esplanade Hotel, Melbourne, Australia"
0,Jun,20,2009,Elora Danan,,"The Hi-Fi, Melbourne, Australia"
0,Jun,20,2009,Evermore,Truth Of The World: Welcome To The Show Tour,"Pier Hotel, Melbourne, Australia"
0,Jun,20,2009,The Getaway Plan,Finale,"The Hi-Fi, Melbourne, Australia"
0,Jun,20,2009,The Getaway Plan,Finale,"The Hi-Fi, Melbourne, Australia"
0,Jun,20,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Jun,20,2009,Stealing O'Neal,,"The Hi-Fi, Melbourne, Australia"
0,Jun,19,2009,The Amity Affliction,,"The Hi-Fi, Melbourne, Australia"
0,Jun,19,2009,Elora Danan,,"The Hi-Fi, Melbourne, Australia"
0,Jun,19,2009,Evermore,Truth Of The World: Welcome To The Show Tour,"Palace Theatre, Melbourne, Australia"
0,Jun,19,2009,The Getaway Plan,Finale,"The Hi-Fi, Melbourne, Australia"
0,Jun,19,2009,Thy Art Is Murder,,"The Arthouse, Melbourne, Australia"
0,Jun,18,2009,Deerhunter,,"Corner Hotel, Melbourne, Australia"
0,Jun,18,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,Jun,17,2009,Je Suis Animal,,"Northcote Social Club, Melbourne, Australia"
0,Jun,14,2009,Circuits,,"El Joyero, Melbourne, Australia"
0,Jun,14,2009,John McAll,Black Money,"Bennetts Lane Jazz Club, Melbourne, Australia"
0,Jun,13,2009,Lily Allen,,"Forum Theatre, Melbourne, Australia"
0,Jun,13,2009,Björn Again,20th Anniversary Tour,"Palais Theatre, Melbourne, Australia"
0,Jun,13,2009,Bliss n Eso,Flying Colours Tour,"Festival Hall, Melbourne, Australia"
0,Jun,13,2009,Diafrix,Flying Colours Tour,"Festival Hall, Melbourne, Australia"
0,Jun,13,2009,Helm,Keelhaul Tour,"Noise Bar, Melbourne, Australia"
0,Jun,13,2009,Tucker B's,,"The Tote Hotel, Melbourne, Australia"
0,Jun,12,2009,Lily Allen,,"Forum Theatre, Melbourne, Australia"
0,Jun,12,2009,Bliss n Eso,Flying Colours Tour,"Festival Hall, Melbourne, Australia"
0,Jun,12,2009,Deerhunter,,"Corner Hotel, Melbourne, Australia"
0,Jun,12,2009,Diafrix,Flying Colours Tour,"Festival Hall, Melbourne, Australia"
0,Jun,12,2009,Helm,Keelhaul Tour,"Gershwin Room, The Esplanade Hotel, Melbourne, Australia"
0,Jun,12,2009,Pez,,"Festival Hall, Melbourne, Australia"
0,Jun,12,2009,Phrase,,"Festival Hall, Melbourne, Australia"
0,Jun,11,2009,Aviator Lane,,"The Old Bar, Melbourne, Australia"
0,Jun,9,2009,Flipper,,"The Arthouse, Melbourne, Australia"
0,Jun,8,2009,Midnight Youth,,"Pelly Bar, Pier Hotel, Melbourne, Australia"
0,Jun,8,2009,Trial Kennedy,,"Pelly Bar, Pier Hotel, Melbourne, Australia"
0,Jun,7,2009,Blood Duster,,"PLASTIC, Melbourne, Australia"
0,Jun,7,2009,Armin van Buuren,,"Melbourne Park, Melbourne, Australia"
0,Jun,7,2009,Calling All Cars,,"The Hi-Fi, Melbourne, Australia"
0,Jun,7,2009,Cog,Between Oceans Tour,"The Hi-Fi, Melbourne, Australia"
0,Jun,7,2009,Oceansize,,"The Hi-Fi, Melbourne, Australia"
0,Jun,7,2009,Trial Kennedy,,"Ding Dong Lounge, Melbourne, Australia"
0,Jun,6,2009,All Time Low,Take Action! Australian Tour 2009,"Corner Hotel, Melbourne, Australia"
0,Jun,6,2009,Calling All Cars,,"The Hi-Fi, Melbourne, Australia"
0,Jun,6,2009,Flipper,,"The Esplanade Hotel, Melbourne, Australia"
0,Jun,6,2009,Heirs,,"East Brunswick Club Hotel, Melbourne, Australia"
0,Jun,6,2009,Oceansize,,"The Hi-Fi, Melbourne, Australia"
0,Jun,6,2009,The Varukers,,"The Arthouse, Melbourne, Australia"
0,Jun,5,2009,Blu & Exile,,"First Floor, Melbourne, Australia"
0,Jun,5,2009,Ladytron,Velocifero tour,"The Hi-Fi, Melbourne, Australia"
0,Jun,4,2009,Datarock,,"The Hi-Fi, Melbourne, Australia"
0,Jun,4,2009,Mark Seymour,,"Palais Theatre, Melbourne, Australia"
0,Jun,3,2009,Michael Cormick,,"Etihad Stadium, Melbourne, Australia"
0,Jun,3,2009,Paul Dempsey,,"Northcote Social Club, Melbourne, Australia"
0,Jun,3,2009,Evermore,Truth Of The World: Welcome To The Show Tour,"Etihad Stadium, Melbourne, Australia"
0,Jun,1,2009,Morbid Angel,Australian & New Zealand Tour 2009,"Billboard The Venue, Melbourne, Australia"
0,May,31,2009,A Friend of Mine,,"Corner Hotel, Melbourne, Australia"
0,May,31,2009,…And You Will Know Us by the Trail of Dead,Unleash the Century of Self,"Corner Hotel, Melbourne, Australia"
0,May,31,2009,My Disco,,"Corner Hotel, Melbourne, Australia"
0,May,31,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,May,30,2009,…And You Will Know Us by the Trail of Dead,Unleash the Century of Self,"Corner Hotel, Melbourne, Australia"
0,May,30,2009,Paul Di’Anno,,"The Hi-Fi, Melbourne, Australia"
0,May,30,2009,London Elektricity,,"The Esplanade Hotel, Melbourne, Australia"
0,May,30,2009,My Disco,,"Corner Hotel, Melbourne, Australia"
0,May,30,2009,Pets With Pets,,"Corner Hotel, Melbourne, Australia"
0,May,30,2009,P!nk,Funhouse,"Rod Laver Arena, Melbourne, Australia"
0,May,29,2009,Boom Crash Opera,,"Corner Hotel, Melbourne, Australia"
0,May,29,2009,Sean Kelly,,"Corner Hotel, Melbourne, Australia"
0,May,29,2009,Sydonia,Given to Destroyers,"Ruby's Lounge, Melbourne, Australia"
0,May,29,2009,Taxiride,,"Corner Hotel, Melbourne, Australia"
0,May,29,2009,You Am I,The JD Set,"The Prince of Wales, Melbourne, Australia"
0,May,28,2009,Bluejuice,,"East Brunswick Club Hotel, Melbourne, Australia"
0,May,28,2009,Philadelphia Grand Jury,,"East Brunswick Club Hotel, Melbourne, Australia"
0,May,28,2009,The Harpoons,,"East Brunswick Club Hotel, Melbourne, Australia"
0,May,28,2009,Thy Art Is Murder,,"Next, Melbourne, Australia"
0,May,28,2009,You Am I,,"Hallam Hotel, Melbourne, Australia"
0,May,27,2009,Lady Gaga,,"Rod Laver Arena, Melbourne, Australia"
0,May,27,2009,The Pussycat Dolls,Doll Domination World Tour,"Rod Laver Arena, Melbourne, Australia"
0,May,27,2009,Yves Klein Blue,,"The Toff in Town, Melbourne, Australia"
0,May,26,2009,Cradle of Filth,,"Palace Theatre, Melbourne, Australia"
0,May,26,2009,Epicure,,"Northcote Social Club, Melbourne, Australia"
0,May,26,2009,Lady Gaga,,"Rod Laver Arena, Melbourne, Australia"
0,May,26,2009,The Pussycat Dolls,Doll Domination World Tour,"Rod Laver Arena, Melbourne, Australia"
0,May,25,2009,Lady Gaga,The Fame Ball,"Chapel Off Chapel, Melbourne, Australia"
0,May,24,2009,Have Heart,,"The Castle Hotel, Melbourne, Australia"
0,May,24,2009,Margins,,"Northcote Social Club, Melbourne, Australia"
0,May,23,2009,Agonhymn,,"Irene's Warehouse, Melbourne, Australia"
0,May,23,2009,Ash Grunwald,Fish Out of Water,"Corner Hotel, Melbourne, Australia"
0,May,23,2009,Have Heart,,"The Arthouse, Melbourne, Australia"
0,May,23,2009,Kanchana Karunaratna,,"Corner Hotel, Melbourne, Australia"
0,May,23,2009,Kimbra,,"The Toff in Town, Melbourne, Australia"
0,May,23,2009,MC Lars,This Australian Robot Tours,"fist2face, Melbourne, Australia"
0,May,23,2009,Ne Obliviscaris,,"The Esplanade Hotel, Melbourne, Australia"
0,May,23,2009,Red Riders,,"Ding Dong Lounge, Melbourne, Australia"
0,May,23,2009,Geoffrey Gurrumul Yunupingu,,"Palais Theatre, Melbourne, Australia"
0,May,22,2009,Alarum,,"The Esplanade Hotel, Melbourne, Australia"
0,May,22,2009,Felicity Groom,,"The Hi-Fi, Melbourne, Australia"
0,May,22,2009,Paul Kelly,More Songs from the South Tour,"Palais Theatre, Melbourne, Australia"
0,May,22,2009,MC Lars,This Australian Robot Tours,"Wheelers Hill Hotel, Melbourne, Australia"
0,May,22,2009,Little Birdy,Confetti,"The Hi-Fi, Melbourne, Australia"
0,May,22,2009,Jeff Martin,,"Ferntree Gully Hotel, Melbourne, Australia"
0,May,22,2009,Oh Mercy,,"The Hi-Fi, Melbourne, Australia"
0,May,22,2009,Rainshadow,,"The Arthouse, Melbourne, Australia"
0,May,21,2009,Architecture in Helsinki,,"Festival Hall, Melbourne, Australia"
0,May,21,2009,Bob Evans,"Goodnight, Bull Creek! Tour","Corner Hotel, Melbourne, Australia"
0,May,21,2009,Steve Poltz,,"Corner Hotel, Melbourne, Australia"
0,May,21,2009,The Presets,Apocalypto,"Festival Hall, Melbourne, Australia"
0,May,20,2009,The Presets,,"Festival Hall, Melbourne, Australia"
0,May,19,2009,Epicure,,"Northcote Social Club, Melbourne, Australia"
0,May,19,2009,London Cries,,"Milanos Hotel, Melbourne, Australia"
0,May,19,2009,The Presets,,"Festival Hall, Melbourne, Australia"
0,May,17,2009,The Lucksmiths,,"Billboard The Venue, Melbourne, Australia"
0,May,17,2009,Mach Pelican,,"The Tote Hotel, Melbourne, Australia"
0,May,17,2009,Okkervil River,,"Billboard The Venue, Melbourne, Australia"
0,May,17,2009,Tame Impala,,"The Toff in Town, Melbourne, Australia"
0,May,16,2009,Daniel Striped Tiger,,"Loophole, Melbourne, Australia"
0,May,16,2009,Pseudo Echo,,"Chelsea Heights Hotel, Melbourne, Australia"
0,May,15,2009,Bring Me the Horizon,,"Billboard The Venue, Melbourne, Australia"
0,May,15,2009,Hernán Cattáneo,,"Brown Alley, Melbourne, Australia"
0,May,15,2009,Children Collide,,"Forum Theatre, Melbourne, Australia"
0,May,15,2009,Daniel Striped Tiger,,"Irene's Warehouse, Melbourne, Australia"
0,May,15,2009,The Grates,The Biggest & Longest Adventure Ever Tour,"Forum Theatre, Melbourne, Australia"
0,May,15,2009,Gyroscope,,"Hisense Arena, Melbourne, Australia"
0,May,15,2009,Heaven Shall Burn,Into The Mouth Of Hell We Tour,"Palace Theatre, Melbourne, Australia"
0,May,15,2009,The Living End,Raise the alarm,"Hisense Arena, Melbourne, Australia"
0,May,15,2009,Pseudo Echo,,"Shoppingtown Hotel, Melbourne, Australia"
0,May,15,2009,Ratatat,,"Corner Hotel, Melbourne, Australia"
0,May,15,2009,Tame Impala,,"Hisense Arena, Melbourne, Australia"
0,May,15,2009,Trivium,Into The Mouth Of Hell We Tour,"Palace Theatre, Melbourne, Australia"
0,May,14,2009,Bring Me the Horizon,,"Billboard The Venue, Melbourne, Australia"
0,May,14,2009,Daniel Striped Tiger,,"Birmingham Hotel, Melbourne, Australia"
0,May,14,2009,Leah Flanagan,,"Corner Hotel, Melbourne, Australia"
0,May,14,2009,Tobias Hengeveld,,"Corner Hotel, Melbourne, Australia"
0,May,14,2009,Sal Kimber,,"Corner Hotel, Melbourne, Australia"
0,May,14,2009,Lucie Thorne,Black Across the Field,"Corner Hotel, Melbourne, Australia"
0,May,14,2009,Tinpan Orange,,"Corner Hotel, Melbourne, Australia"
0,May,13,2009,Laura Jane Grace,,"Corner Hotel, Melbourne, Australia"
0,May,13,2009,Chuck Ragan,Australia Tour 2009,"Corner Hotel, Melbourne, Australia"
0,May,11,2009,Ratatat,,"Corner Hotel, Melbourne, Australia"
0,May,9,2009,Eleventh He Reaches London,,"Bang Nightclub, Melbourne, Australia"
0,May,9,2009,Matt Finish,,"Pure Pop Records, Melbourne, Australia"
0,May,9,2009,Matt Finish,,"St Andrew's Hotel, Melbourne, Australia"
0,May,9,2009,LORD,,"The Esplanade Hotel, Melbourne, Australia"
0,May,9,2009,Little Red,,"The Hi-Fi, Melbourne, Australia"
0,May,8,2009,Eleventh He Reaches London,,"The Old Bar, Melbourne, Australia"
0,May,8,2009,The Galvatrons,,"Revolver Upstairs, Melbourne, Australia"
0,May,8,2009,Adam K,,"Billboard The Venue, Melbourne, Australia"
0,May,8,2009,Little Red,,"The Hi-Fi, Melbourne, Australia"
0,May,5,2009,Stephen Cummings,,"Readings Bookstore, Carlton, Melbourne, Australia"
0,May,5,2009,Mammal,,"Yah Yah's, Melbourne, Australia"
0,May,4,2009,Brooks & Dunn,,"Rod Laver Arena, Melbourne, Australia"
0,May,3,2009,Natalie Bassingthwaighte,,"Palladium at Crown, Melbourne, Australia"
0,May,3,2009,Behind Crimson Eyes,,"Evelyn Hotel, Melbourne, Australia"
0,May,3,2009,Tom Burlinson,,"Palladium at Crown, Melbourne, Australia"
0,May,3,2009,Matt Finish,,"Williamstown RSL, Melbourne, Australia"
0,May,3,2009,Annie Lennox,,"Palladium at Crown, Melbourne, Australia"
0,May,3,2009,Jessica Mauboy,,"Palladium at Crown, Melbourne, Australia"
0,May,3,2009,Trash Talk,,"The Crib, Melbourne, Australia"
0,May,2,2009,Nels Cline,,"Forum Theatre, Melbourne, Australia"
0,May,2,2009,Trash Talk,,"The Arthouse, Melbourne, Australia"
0,May,1,2009,Nels Cline,,"Bennetts Lane Jazz Club, Melbourne, Australia"
0,May,1,2009,Cut Chemist,,"The Esplanade Hotel, Melbourne, Australia"
0,May,1,2009,De La Soul,,"The Esplanade Hotel, Melbourne, Australia"
0,May,1,2009,Laughing Clowns,,"Forum Theatre, Melbourne, Australia"
0,May,1,2009,Matt and Kim,,"Evelyn Hotel, Melbourne, Australia"
0,May,1,2009,Kate Miller‐Heidke,Caught In The Crowd,"The Hi-Fi, Melbourne, Australia"
0,Apr,30,2009,Oren Ambarchi,,"National Gallery of Victoria, Melbourne, Australia"
0,Apr,30,2009,De La Soul,,"The Esplanade Hotel, Melbourne, Australia"
0,Apr,30,2009,Kate Miller‐Heidke,Caught In The Crowd,"Prince Bandroom, Melbourne, Australia"
0,Apr,30,2009,Nels Cline and Oren Ambarchi,,"National Gallery of Victoria, Melbourne, Australia"
0,Apr,28,2009,Alpine,,"Gertrude's Brown Couch, Melbourne, Australia"
0,Apr,28,2009,Harry James Angus,,"Bennetts Lane Jazz Club, Melbourne, Australia"
0,Apr,26,2009,Bliss n Eso,Flying Colours Tour,"Rove Live, Melbourne, Australia"
0,Apr,26,2009,Eagles of Death Metal,,"Palace Theatre, Melbourne, Australia"
0,Apr,25,2009,School of Seven Bells,Alpinisms Tour,"Corner Hotel, Melbourne, Australia"
0,Apr,25,2009,Tread,,"The Esplanade Hotel, Melbourne, Australia"
0,Apr,25,2009,the_Network,,"Pony, Melbourne, Australia"
0,Apr,24,2009,The Drones,,"Corner Hotel, Melbourne, Australia"
0,Apr,24,2009,Girlschool,,"Calder Park Thunderdome, Melbourne, Australia"
0,Apr,24,2009,Grafton Primary,,"East Brunswick Club Hotel, Melbourne, Australia"
0,Apr,24,2009,Phrase,,"The Order of Melbourne, Melbourne, Australia"
0,Apr,23,2009,The Drones,,"Corner Hotel, Melbourne, Australia"
0,Apr,23,2009,Krisiun,,"The Tote Hotel, Melbourne, Australia"
0,Apr,23,2009,Tim Rogers & The Temperance Union,,"Northcote Social Club, Melbourne, Australia"
0,Apr,22,2009,Glenn Hughes,,"The Prince of Wales, Melbourne, Australia"
0,Apr,21,2009,Eric Hutchinson,,"Festival Hall, Melbourne, Australia"
0,Apr,21,2009,Jason Mraz,,"Festival Hall, Melbourne, Australia"
0,Apr,21,2009,Marty Willson-Piper,,"The Toff in Town, Melbourne, Australia"
0,Apr,20,2009,Eric Hutchinson,,"Palais Theatre, Melbourne, Australia"
0,Apr,20,2009,Jason Mraz,,"Palais Theatre, Melbourne, Australia"
0,Apr,19,2009,Adalita,,"The Retreat Hotel, Melbourne, Australia"
0,Apr,19,2009,This Is Your Captain Speaking,,"Corner Hotel, Melbourne, Australia"
0,Apr,18,2009,Krisiun,,"Ding Dong Lounge, Melbourne, Australia"
0,Apr,18,2009,Pisschrïst,,"The Arthouse, Melbourne, Australia"
0,Apr,17,2009,Andy Bull,,"Northcote Social Club, Melbourne, Australia"
0,Apr,17,2009,Stephen Cummings,,"Oakleigh Bowling Club, Melbourne, Australia"
0,Apr,17,2009,Mammal,,"Chelsea Function Centre, Melbourne, Australia"
0,Apr,17,2009,Lisa Mitchell,2009 April/May Australian Tour,"Northcote Social Club, Melbourne, Australia"
0,Apr,17,2009,Special Beat,Ska Legends Tour of Australia 2009,"The Prince of Wales, Melbourne, Australia"
0,Apr,16,2009,Keane,Perfect Symmetry tour,"Palace Theatre, Melbourne, Australia"
0,Apr,16,2009,Ben Kweller,,"Corner Hotel, Melbourne, Australia"
0,Apr,16,2009,Lisa Mitchell,2009 April/May Australian Tour,"East Brunswick Club Hotel, Melbourne, Australia"
0,Apr,16,2009,Zappa Plays Zappa,,"Palais Theatre, Melbourne, Australia"
0,Apr,15,2009,Alabama 3,,"Corner Hotel, Melbourne, Australia"
0,Apr,15,2009,Blues Traveler,,"Prince Bandroom, Melbourne, Australia"
0,Apr,13,2009,Seasick Steve,,"Corner Hotel, Melbourne, Australia"
0,Apr,12,2009,Adalita,,"The Retreat Hotel, Melbourne, Australia"
0,Apr,12,2009,The Cat Empire,So Many Nights,"Rochford Winery, Coldstream, Australia"
0,Apr,12,2009,Tim Freedman,,"Rochford Winery, Coldstream, Australia"
0,Apr,12,2009,Missy Higgins,,"Rochford Winery, Coldstream, Australia"
