address_prompt,location,point,latitude2,longitude2,altitude2
"S H Ervin Museum and Art Gallery, Sydney, NSW",,,,,
Sydney Harbour Foreshore Gallery,,,,,
"The Beatty Gallery, Sydney, NSW",,,,,
TAS,"Tasmania, Australia","(-42.035067, 146.6366887, 0.0)",-42.035067,146.6366887,0.0
VIC,"Victoria, Australia","(-36.5986096, 144.6780052, 0.0)",-36.5986096,144.6780052,0.0
"Adult Education Board of Tasmania, Hobart, TAS",,,,,
"Organised in Sydney and exhibited at the Museum of Modern Art, New York, USA",,,,,
"National Art Gallery of New South Wales [AGNSW], Sydney, NSW",,,,,
"The Australian Centre for Photographer, Sydney, NSW",,,,,
"Sydney Opera House Exhibition Hall, Sydney, NSW",,,,,
"Image Gallery, Sydney, NSW",,,,,
"Byron McMahon Gallery, Redfern, NSW",,,,,
"La Galerie photo, Montpellier, France",,,,,
"Michael Nagy Fine Art, Sydney, NSW",,,,,
"Laguna Art Museum, Laguna Beach, California, USA","Laguna Art Museum, 307, Cliff Drive, Laguna Beach, Orange County, CAL Fire Southern Region, California, 92651, United States","(33.5435374, -117.78821, 0.0)",33.5435374,-117.78821,0.0
"Stills South, Waterloo, Sydney, NSW",,,,,
"Australian National Maritime Museum, Sydney, NSW","Australian National Maritime Museum, Waterfront Promenade, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.869371799999996, 151.19867512878068, 0.0)",-33.869371799999996,151.19867512878068,0.0
"La galerie photo, Montpellier, France",,,,,
California Museum of Photography/University of California Riverside,,,,,
"State Library of NSW, Sydney, NSW","State Library of New South Wales, Macquarie Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8668052, 151.21282231178583, 0.0)",-33.8668052,151.21282231178583,0.0
"Circulo de Bellas Artes, Madrid, Spain","Círculo de Bellas Artes, 42, Calle de Alcalá, Barrio de las Letras, Cortes, Centro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28014, España","(40.4182074, -3.696513838467072, 0.0)",40.4182074,-3.696513838467072,0.0
"Waverley Centre, Wheelers Hill, Victoria.","Waverley Netball Centre, Bus Parking, Wheelers Hill, Melbourne, City of Monash, Victoria, 3150, Australia","(-37.89463605, 145.1939680830952, 0.0)",-37.89463605,145.1939680830952,0.0
"Storm Gallery, Surry Hills, NSW",,,,,
"Monash Gallery of Art, Wheelers Hill, VIC","Monash Gallery of Art, Ferntree Gully Road, Wheelers Hill, Melbourne, City of Monash, Victoria, 3170, Australia","(-37.9077439, 145.1902768, 0.0)",-37.9077439,145.1902768,0.0
"Shapiro Gallery, Woollahra, NSW",,,,,
"Stills Gallery, Paddington, NSW",,,,,
"Byron Mapp Gallery, Paddington, NSW",,,,,
"Kodak Gallery, Sydney, NSW",,,,,
"Claire Oliver Gallery, New York, USA",,,,,
"Sophie Gannon Gallery, Melbourne, VIC",,,,,
"Galleri Hornbaek, Denmark.",,,,,
"Josef Lebovic Gallery at The Depot Gallery, Sydney, NSW",,,,,
"Art Sydney 07 (Next Generation), Royal Hall of Industries, Sydney, NSW",,,,,
"Jan Manton Art, Brisbane, QLD",,,,,
"Josef Lebovic Gallery, Sydney, NSW","Josef Lebovic Gallery, 103A, Anzac Parade, Kensington, Eastern Suburbs, Sydney, Randwick City Council, New South Wales, 2033, Australia","(-33.90883565, 151.22309300013308, 0.0)",-33.90883565,151.22309300013308,0.0
"Boccalero Gallery, Los Angeles, USA",,,,,
"Photographers' Gallery, Melbourne, VIC",,,,,
"Leica Gallery, Solms, Germany",,,,,
"School of Art, Aberystwyth University, Wales, UK",,,,,
"Woodlands Art Gallery, London, UK",,,,,
"Eva Jekel Gallery, London, UK",,,,,
"Hamilton Galleries, London, UK",,,,,
"New Metropole Arts Centre, Folkestone, UK",,,,,
"Tolarno Galleries, Melbourne, VIC",,,,,
"Tim Olsen Gallery, Sydney, NSW",,,,,
"Cat Street Gallery, Hong Kong",,,,,
"Flinders Lane Gallery, Melbourne, VIC","Flinders Lane Gallery, 137-139, Flinders Lane, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8156599, 144.9700606, 0.0)",-37.8156599,144.9700606,0.0
"Reina Sofia Museum, Madrid, Spain","Museo Nacional Centro de Arte Reina Sofía, 52, Calle de Santa Isabel, Lavapiés, Embajadores, Centro, Madrid, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28012, España","(40.408049500000004, -3.694421591348541, 0.0)",40.408049500000004,-3.694421591348541,0.0
"WestSpace, Melbourne, VIC",,,,,
"200 Gertrude Street, Melbourne, VIC","Gertrude Contemporary, 200, Gertrude Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.806318, 144.981261, 0.0)",-37.806318,144.981261,0.0
"1st Floor Artists and Writers Space, Melbourne, VIC",,,,,
"Talk Artists Initiative, Melbourne, VIC",,,,,
"RMIT MA Project Space, Melbourne, VIC",,,,,
"Penthouse & Pavement, Melbourne, VIC",,,,,
"Dunedin Public Gallery, Dunedin, New Zealand","Dunedin Public Art Gallery & Museum, The Octagon, Dunedin Central, Dunedin, Dunedin City, Otago, 9016, New Zealand/Aotearoa","(-45.8745498, 170.5029662, 0.0)",-45.8745498,170.5029662,0.0
"Anna Schwartz Gallery, Melbourne, VIC",,,,,
"Anna Schwartz Gallery at The Depot Gallery, Sydney, NSW",,,,,
"Performance Space, Eveleigh Carriage Works, Sydney, NSW",,,,,
"Chalk Horse Gallery, Sydney, NSW",,,,,
"Kings Artist Run Initiative, Melbourne, VIC",,,,,
"Watershed Bristol, England","Watershed, 1, Canons Road, Canon's Marsh, City Centre, Bristol, City of Bristol, West of England, England, BS1 5TX, United Kingdom","(51.45176475, -2.598109152042842, 0.0)",51.45176475,-2.598109152042842,0.0
"Artplace, Perth, WA",,,,,
"Mossesson's Gallery, Melbourne, VIC",,,,,
"Sydney Olympic Park, Homebush Bay, Sydney, NSW",,,,,
"Addison Road Gallery, Addison Road Centre, Marrickville, Sydney, NSW",,,,,
"Terry Cutcliffe Gallery, Addison Road Centre, Marrickville, Sydney, NSW",,,,,
"Moree Plains Art Gallery, Moree, NSW",,,,,
"Antique Centre of Hawthorn Pty Ltd, Hawthorn, Vic.",,,,,
"Wilson St Gallery, Sydney, NSW",,,,,
"Delmar Gallery, Sydney, NSW",,,,,
"Delmar Gallery in Trinity Grammar School, Sydney, NSW",,,,,
"Australian Jewish Museum, Melbourne, Vic",,,,,
"BMG Art, Adelaide, SA",,,,,
"Depot Gallery, Sydney, NSW",,,,,
"Beatty Gallery, Sydney, NSW",,,,,
"Meat Market Craft Centre, Melbourne, Vic",,,,,
"Penrith Regional Art Gallery, Emu Plains, NSW",,,,,
"Solander Gallery, Canberra, ACT","Solander Gallery, Solander Place, Yarralumla, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia","(-35.30414655, 149.0966317783022, 0.0)",-35.30414655,149.0966317783022,0.0
"Ararat Regional Art Gallery, Ararat, VIC",,,,,
"Defiance Gallery and King St Gallery, Sydney, NSW",,,,,
"Crafts Council of NSW Gallery, Sydney, NSW",,,,,
"B.M.G. Fine Art, Sydney, NSW",,,,,
"Gallery 4A, Asia-Australia Arts Centre, Sydney, NSW",,,,,
"Elder Park Rotunda, Adelaide, SA","Elder Park Rotunda, King William Road, Adelaide, Adelaide City Council, South Australia, 5000, Australia","(-34.9179677, 138.59835367914582, 0.0)",-34.9179677,138.59835367914582,0.0
"Broken Hill City Art Gallery (now Broken Hill Regional Art Gallery), NSW",,,,,
"The Print Room, Sydney, NSW",,,,,
"Perc Tucker Regional Gallery, Townsville, QLD","Perc Tucker Regional Gallery, Alexandra Arcade, Townsville City, Townsville, Townsville City, Queensland, 4810, Australia","(-19.258136, 146.8180142, 0.0)",-19.258136,146.8180142,0.0
"Currumbin Gold Coast, QLD","Currumbin, Gold Coast City, Queensland, Australia","(-28.1369655, 153.4799277, 0.0)",-28.1369655,153.4799277,0.0
"8 Llankelly Place, Kings Cross, Sydney, 2011",,,,,
"Design Center, Los Angeles, USA","Design Center, 1119, Colorado Avenue, Santa Monica, Los Angeles County, California, 90401, United States","(34.0198544, -118.48494090952542, 0.0)",34.0198544,-118.48494090952542,0.0
"Reconnaissance Gallery, Melbourne, VIC",,,,,
"Niagara Galleries, Melbourne, VIC",,,,,
"Martin Browne Fine Art, Sydney, NSW",,,,,
"Liverpool Street Gallery, Sydney, NSW",,,,,
"Cenaclu Gallery, Bucharest, Romania",,,,,
"National Art School, Sydney, NSW","National Art School, Burton Street, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia","(-33.879796150000004, 151.21851082933193, 0.0)",-33.879796150000004,151.21851082933193,0.0
Hazelhurst Regional Gallery,"Hazelhurst Regional Gallery and Arts Centre, Talara Road, Gymea, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2227, Australia","(-34.03312295, 151.08224418940046, 0.0)",-34.03312295,151.08224418940046,0.0
"Barry Stern Gallery, Paddington, NSW",,,,,
"Tim Olsen Gallery, Paddington, NSW",,,,,
"Chatswood, NSW","Chatswood, Sydney, Willoughby City Council, New South Wales, 2067, Australia","(-33.7967377, 151.1814306, 0.0)",-33.7967377,151.1814306,0.0
"Global Gallery, Paddington, Sydney, NSW",,,,,
"Tim Olsen Gallery, Paddington, Sydney, NSW",,,,,
"Art Loft, Singapore",,,,,
"Saatchi and Saatchi Gallery, The Rocks, Sydney, NSW",,,,,
"Kudos Gallery, Paddington, Sydney, NSW",,,,,
"Art loft, Singapore",,,,,
"Gallery 141, Darlinghurst, Sydney, NSW",,,,,
"Kashya Hildebrand Gallery, Zurich, Switzerland",,,,,
"Grantpirrie Gallery, Sydney, NSW",,,,,
"Hazelhurst Regional Gallery, Gymea, NSW","Hazelhurst Regional Gallery and Arts Centre, Talara Road, Gymea, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2227, Australia","(-34.03312295, 151.08224418940046, 0.0)",-34.03312295,151.08224418940046,0.0
"Museum of Modern Art, Brisbane, QLD",,,,,
"Waverley Gallery, Sydney, NSW",,,,,
"Station21, Zurich, Switzerland",,,,,
"Table Gallery, Basel, Switzerland",,,,,
"Cite Internationale des arts, Paris, France","Cité Internationale des Arts, 18, Rue de l'Hôtel de Ville, Village Saint-Paul, Quartier Saint-Gervais, Paris 4e Arrondissement, Paris, Île-de-France, France métropolitaine, 75004, France","(48.854148800000004, 2.356738330572666, 0.0)",48.854148800000004,2.356738330572666,0.0
"United Galleries, Sydney, NSW",,,,,
"The Cat Street Gallery, Hong Kong",,,,,
"MOP Gallery, Chippendale, Sydney, NSW",,,,,
"Church Street Photographic Centre, Melbourne, VIC",,,,,
"Shanghai Art Gallery, Shanghai, China","Shanghai Quanhua Art Gallery, 西井街, 朱家角镇, 青浦区, 201713, 中国","(31.1160029, 121.0486807, 0.0)",31.1160029,121.0486807,0.0
"Particle Contemporary Exhibition Space, Sydney, NSW",,,,,
"Victorian College of Arts Gallery, Melbourne, VIC",,,,,
"The Gallery-Darling Park, Sydney, NSW",,,,,
"Project Centre for Contemporary Art, Wollongong, NSW",,,,,
"Wollongong City Gallery, NSW; Brisbane St Johns Cathedral, QLD; Hobart Carnegie Gallery, TAS",,,,,
"Hazelhurst Regional Gallery, NSW; Penrith Regional Gallery, NSW; Gallery 4A, Asia-Australia Arts Centre, Sydney, NSW",,,,,
"Port Macquarie Hastings Regional Gallery, Port Macquarie, NSW",,,,,
"Strathfield Town Hall, Strathfield, NSW","Strathfield Town Hall, 65, Homebush Road, Strathfield, Inner West, Sydney, Strathfield Municipal Council, New South Wales, 2135, Australia","(-33.8749596, 151.08634, 0.0)",-33.8749596,151.08634,0.0
"A-Space on Cleveland Gallery, Sydney, NSW",,,,,
"Long Gallery, Faculty of Creative Arts, Wollongong University, Wollongong, NSW",,,,,
"ASN Gallery, Sydney, NSW",,,,,
"Gold Coast City Gallery, Gold Coast, Qld",,,,,
"Cromwell's Auction House, Sydney, NSW; Jackman Gallery, Melbourne, VIC; Embassy of Australia - Washington, USA",,,,,
"Drill Hall Gallery, ANU, Canberra, ACT",,,,,
"Asian Australia Arts Centre, Sydney, NSW",,,,,
"Macquarie University Art Gallery, Sydney, NSW","Macquarie University Art Gallery, 19, Eastern Road, Macquarie Park, Sydney, Council of the City of Ryde, New South Wales, 2109, Australia","(-33.7725373, 151.1151231, 0.0)",-33.7725373,151.1151231,0.0
"Willoughby Civic Centre, Sydney, NSW",,,,,
"Hazelhurst Regional gallery & Arts Centre, NSW","Hazelhurst Regional Gallery and Arts Centre, Talara Road, Gymea, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2227, Australia","(-34.03312295, 151.08224418940046, 0.0)",-34.03312295,151.08224418940046,0.0
"Armory Gallery, Sydney Olympic Park, Sydney, NSW",,,,,
"Carriageworks, Sydney, NSW","Carriageworks, 245, Wilson Street, South Eveleigh, Eveleigh, Sydney, Council of the City of Sydney, New South Wales, 2015, Australia","(-33.8941553, 151.19160210316406, 0.0)",-33.8941553,151.19160210316406,0.0
"Hazelhurst Regional Gallery & Arts Centre, NSW","Hazelhurst Regional Gallery and Arts Centre, Talara Road, Gymea, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2227, Australia","(-34.03312295, 151.08224418940046, 0.0)",-34.03312295,151.08224418940046,0.0
"Linda Gallery, 798 Art District, Dashanzi, Beijing China",,,,,
Australia Council for the Arts,,,,,
"Church Gallery, Perth, WA",,,,,
"SCA Galleries, Sydney College of the Arts, University of Sydney, Sydney, NSW",,,,,
"Wilson Street Gallery, Sydney, NSW",,,,,
"Macquarie University Art Gallery Sydney, NSW","Macquarie University Art Gallery, 19, Eastern Road, Macquarie Park, Sydney, Council of the City of Ryde, New South Wales, 2109, Australia","(-33.7725373, 151.1151231, 0.0)",-33.7725373,151.1151231,0.0
"George Paton Gallery, Melbourne, VIC",,,,,
"Richard King Gallery, Sydney, NSW",,,,,
"Roar Two, Melbourne, VIC",,,,,
"Gary Anderson Gallery, Sydney, NSW",,,,,
"Gallery East, Clovelly, NSW",,,,,
"Royal Botanic Gardens, Sydney, NSW","Macquarie Street Opposite the Royal Botanic Gardens, Macquarie Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8647503, 151.2125787, 0.0)",-33.8647503,151.2125787,0.0
"Tin Sheds Gallery, University of Sydney, NSW",,,,,
"Realities Gallery, Melbourne, VIC",,,,,
"Tap Gallery, Darlinghurst, NSW","Tap Gallery, 45, Burton Street, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia","(-33.87878675, 151.2163986873104, 0.0)",-33.87878675,151.2163986873104,0.0
"Ambush Gallery, Sydney, NSW",,,,,
"Oh Really Gallery, Newtown, Sydney, NSW",,,,,
"Lizard Lounge Artspace, Darlinghurst, NSW",,,,,
"Archetype Gallery, Sydney, NSW",,,,,
"Beowulf Galleries, Sydney, NSW",,,,,
"Angela Jayne Cafe, Sydney, NSW",,,,,
Artereal,,,,,
"Bloomfield Gallery, Sydney, NSW",,,,,
"NERAM, Armidale, NSW","NERAM, Kentucky Street, South Hill, Armidale, Armidale Regional Council, New South Wales, 2350, Australia","(-30.5250556, 151.6647899, 0.0)",-30.5250556,151.6647899,0.0
"Muswellbrook, NSW","Muswellbrook, Market Street, Muswellbrook, Muswellbrook Shire Council, New South Wales, 2333, Australia","(-32.2675086, 150.8905694, 0.0)",-32.2675086,150.8905694,0.0
"Blue Mountains, NSW","Blue Mountains, New South Wales, Australia","(-33.60974105, 150.40522373235163, 0.0)",-33.60974105,150.40522373235163,0.0
"New Contemporaries Gallery, Sydney, NSW",,,,,
"Grafton regional Gallery, Grafton, NSW","Grafton Regional Gallery, 158, Fitzroy Street, Grafton, Clarence Valley Council, New South Wales, 2460, Australia","(-29.6889558, 152.93043192008787, 0.0)",-29.6889558,152.93043192008787,0.0
"Grafton Regional Gallery, Grafton, NSW","Grafton Regional Gallery, 158, Fitzroy Street, Grafton, Clarence Valley Council, New South Wales, 2460, Australia","(-29.6889558, 152.93043192008787, 0.0)",-29.6889558,152.93043192008787,0.0
"Hazelhurst Regional Gallery & Arts Centre, Sydney, NSW","Hazelhurst Regional Gallery and Arts Centre, Talara Road, Gymea, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2227, Australia","(-34.03312295, 151.08224418940046, 0.0)",-34.03312295,151.08224418940046,0.0
"Sydney, Visitor Centre, The Rocks, Sydney, NSW",,,,,
"Utopia Art Gallery, Sydney, NSW",,,,,
"Byron Kennedy Hall, Sydney, NSW",,,,,
"Silvershot, Melbourne, VIC",,,,,
"Mosman Gallery, Sydney, NSW","Mosman Art Gallery & Community Centre, Vista Street, Spit Junction, Mosman, Lower North Shore, Sydney, Mosman Municipal Council, New South Wales, 2088, Australia","(-33.82619845, 151.24050182530272, 0.0)",-33.82619845,151.24050182530272,0.0
"Defiance Gallery, Sydney, NSW",,,,,
"Karlovy Vary Art Gallery, Czech Republic",,,,,
"Dubbo Regional Gallery, NSW","Dubbo Regional Gallery, 76, Wingewarra Street, Orana Heights, Dubbo, Dubbo Regional Council, New South Wales, 2830, Australia","(-32.24954125, 148.6096711220883, 0.0)",-32.24954125,148.6096711220883,0.0
"Lismore Regional Gallery, NSW","Lismore Regional Gallery, Rural Street, Lismore, Lismore City Council, New South Wales, 2480, Australia","(-28.80970155, 153.27929795236128, 0.0)",-28.80970155,153.27929795236128,0.0
"BBA Gallery, Sydney, NSW",,,,,
"Tim Melville Gallery, Auckland, NZ",,,,,
"Chalk Horse, Sydney, NSW",,,,,
"Ivan Dougherty Gallery, COFA, University of NSW, Sydney, NSW",,,,,
"Pacific Wave Festival at Performance Space and Museum of Sydney, NSW",,,,,
"Redfern, Sydney, NSW","Redfern, Sydney, Council of the City of Sydney, New South Wales, 2016, Australia","(-33.8931044, 151.2040292, 0.0)",-33.8931044,151.2040292,0.0
"CLUBS project Inc., Melbourne",,,,,
"Artists Association, Jerusalem, Israel",,,,,
"New Gallery, Tel Aviv, Israel",,,,,
"Artists Association, Tel Aviv, Israel",,,,,
"Paul Greenaway Gallery, Adelaide, SA",,,,,
"Michael Nagy Gallery, Sydney, NSW",,,,,
"Muswellbrook Regional Art Gallery, NSW",,,,,
"Span Galleries, Melbourne, VIC",,,,,
"Wilson Street Gallery, Sydney",,,,,
"Gallery Adagio, Sydney, NSW",,,,,
"Vanessa Wood Fine Art, Sydney, NSW",,,,,
"Charles Hewitt, Sydney, NSW",,,,,
"Tin Sheds Gallery, Sydney University, Sydney, NSW",,,,,
"Wilson Street Gallery, Newtown, NSW",,,,,
"Silpakorn, University, Bangkok, Thailand","มหาวิทยาลัยศิลปากร วังท่าพระ, ตรอกพระยาเพชร, ท่าช้าง, แขวงพระบรมมหาราชวัง, เขตพระนคร, กรุงเทพมหานคร, 10200, ประเทศไทย","(13.7531421, 100.49030741161098, 0.0)",13.7531421,100.49030741161098,0.0
"Back Street Gallery, Sydney, NSW",,,,,
"Hazelhurst Regional Gallery & Art Centre, Gymea, NSW",,,,,
"Shoalhaven City Arts Centre, NSW",,,,,
"Western Australian Women's Society of Fine Arts and Crafts, WA",,,,,
"Samstag Museum, Adelaide, SA",,,,,
"UTS Gallery, Sydney, NSW","UTS Gallery, L4 702, Harris Street, Ultimo, Sydney, Council of the City of Sydney, New South Wales, 2007, Australia","(-33.883141, 151.2019978, 0.0)",-33.883141,151.2019978,0.0
"Wildlight Gallery, The Rocks, NSW",,,,,
"Hyde Park, Sydney, NSW","Hyde Park, Koreatown, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","(-33.8716231, 151.21150983957932, 0.0)",-33.8716231,151.21150983957932,0.0
"Jeongshil Galleries, Busan, South Korea",,,,,
"Chelsea School of Art Gallery, London, UK",,,,,
"The Painters Gallery, Sydney, NSW",,,,,
"Charles Nodrum Gallery, Melbourne, VIC",,,,,
"Robert Steele Gallery, New York, USA",,,,,
"Artspace Mackay, Mackay, QLD","Artspace Mackay, Gordon Street, Mackay, Mackay Regional, Queensland, 4740, Australia","(-21.1431069, 149.182468734282, 0.0)",-21.1431069,149.182468734282,0.0
"State Library of Queensland, Brisbane, QLD","State Library of Queensland, Stanley Place, South Bank, South Brisbane, Greater Brisbane, Queensland, 4101, Australia","(-27.4711996, 153.01813604491488, 0.0)",-27.4711996,153.01813604491488,0.0
"King Street Gallery on William, Sydney, NSW",,,,,
"Cowwarr Art Space, Cowwarr, VIC",,,,,
"Robert Steele Gallery, Adelaide, SA",,,,,
"King Street Gallery on Burton, Sydney, NSW",,,,,
"Catherine Asquith Gallery, Sydney, NSW",,,,,
"BMG Art Gallery, Adelaide, SA",,,,,
"Harrison Gallery, Sydney, NSW",,,,,
